News Title,Published At,Source,URL,City,Date Time
Cyclone Fengal: IndiGo Flight Lands Dramatically Amid Strong Winds At Chennai Airport — Watch Video,2024-12-01T11:10:00.0000000Z,India.com,https://zeenews.india.com/india/cyclone-fengal-indigo-flight-lands-dramatically-amid-strong-winds-at-chennai-airport-watch-video-2826653.html,Mumbai,2024-01-21 15:42:17
Does FOMO set in among singles as the viral wedding season approaches? New survey says more,2024-12-01T09:03:00.0000000Z,Mid Day,https://www.mid-day.com/lifestyle/relationships/article/does-fomo-set-in-among-singles-as-the-viral-wedding-season-approaches-new-survey-says-more-23439178,Mumbai,2024-01-21 15:42:17
The 'world's 15 richest cities' revealed - one has an astounding 144 billionaires,2024-12-01T07:00:00.0000000Z,Daily Express,https://www.express.co.uk/news/world/1980982/worlds-15-richest-cities-billionaires,Mumbai,2024-01-21 15:42:17
Excavation for coastal road’s only vehicle underpass in last leg,2024-12-01T05:07:00.0000000Z,Indiatimes,https://timesofindia.indiatimes.com/excavation-for-coastal-roads-only-vehicle-underpass-in-last-leg/articleshow/115860488.cms,Mumbai,2024-01-21 15:42:17
Traffic Police Worst Affected by the Honking Nuisance,2024-12-01T04:17:00.0000000Z,Deccan Chronicle,https://www.deccanchronicle.com/southern-states/telangana/traffic-police-worst-affected-by-the-honking-nuisance-1842891,Mumbai,2024-01-21 15:42:17
Mumbai: BMC Appoints VJTI For Technical Audit Of Goregaon-Mulund Link Road's Twin Tunnels To Ensure Safety And Environmental Standards,2024-12-01T03:03:00.0000000Z,The Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-bmc-appoints-vjti-for-technical-audit-of-goregaon-mulund-link-roads-twin-tunnels-to-ensure-safety-and-environmental-standards,Mumbai,2024-01-21 15:42:17
"Top news today: TRAI new rules, Air India-Vistara routes, Cyclone Fengal update, Horbill festival & more on December 1",2024-12-01T01:52:00.0000000Z,Mint,https://www.livemint.com/news/trends/top-news-today-trai-traceability-rules-air-india-vistara-routes-cyclone-fengal-update-horbill-festival-more-december-1-11733016177174.html,Mumbai,2024-01-21 15:42:17
"India News Live Today December 1, 2024: ‘Past airbrushed’: Jaishankar says Tipu Sultan a case of ‘cherry-picking facts’",2024-12-01T01:05:18.0000000Z,Hindustan Times on MSN.com,https://www.msn.com/en-in/news/India/india-news-live-today-december-1-2024-cyclone-fengal-effect-puducherry-receives-highest-rainfall-in-30-years/ar-AA1v35jX,Mumbai,2024-01-21 15:42:17
Court gives custody of 4 horses used in illegal racing to PETA,2024-12-01T11:18:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/cities/mumbai-news/court-gives-custody-of-4-horses-used-in-illegal-racing-to-peta-101732992245329.html,Mumbai,2024-01-14 15:42:18
Cyclone Fengal: IndiGo Flight Lands Dramatically Amid Strong Winds At Chennai Airport — Watch Video,2024-12-01T11:10:00.0000000Z,India.com,https://zeenews.india.com/india/cyclone-fengal-indigo-flight-lands-dramatically-amid-strong-winds-at-chennai-airport-watch-video-2826653.html,Mumbai,2024-01-14 15:42:18
Does FOMO set in among singles as the viral wedding season approaches? New survey says more,2024-12-01T09:03:00.0000000Z,Mid Day,https://www.mid-day.com/lifestyle/relationships/article/does-fomo-set-in-among-singles-as-the-viral-wedding-season-approaches-new-survey-says-more-23439178,Mumbai,2024-01-14 15:42:18
The 'world's 15 richest cities' revealed - one has an astounding 144 billionaires,2024-12-01T07:00:00.0000000Z,Daily Express,https://www.express.co.uk/news/world/1980982/worlds-15-richest-cities-billionaires,Mumbai,2024-01-14 15:42:18
Excavation for coastal road’s only vehicle underpass in last leg,2024-12-01T05:07:00.0000000Z,Indiatimes,https://timesofindia.indiatimes.com/excavation-for-coastal-roads-only-vehicle-underpass-in-last-leg/articleshow/115860488.cms,Mumbai,2024-01-14 15:42:18
Traffic Police Worst Affected by the Honking Nuisance,2024-12-01T04:17:00.0000000Z,Deccan Chronicle,https://www.deccanchronicle.com/southern-states/telangana/traffic-police-worst-affected-by-the-honking-nuisance-1842891,Mumbai,2024-01-14 15:42:18
Mumbai: BMC Appoints VJTI For Technical Audit Of Goregaon-Mulund Link Road's Twin Tunnels To Ensure Safety And Environmental Standards,2024-12-01T03:03:00.0000000Z,The Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-bmc-appoints-vjti-for-technical-audit-of-goregaon-mulund-link-roads-twin-tunnels-to-ensure-safety-and-environmental-standards,Mumbai,2024-01-14 15:42:18
"Top news today: TRAI new rules, Air India-Vistara routes, Cyclone Fengal update, Horbill festival & more on December 1",2024-12-01T01:52:00.0000000Z,Mint,https://www.livemint.com/news/trends/top-news-today-trai-traceability-rules-air-india-vistara-routes-cyclone-fengal-update-horbill-festival-more-december-1-11733016177174.html,Mumbai,2024-01-14 15:42:18
"India News Live Today December 1, 2024: ‘Past airbrushed’: Jaishankar says Tipu Sultan a case of ‘cherry-picking facts’",2024-12-01T01:05:18.0000000Z,Hindustan Times on MSN.com,https://www.msn.com/en-in/news/India/india-news-live-today-december-1-2024-cyclone-fengal-effect-puducherry-receives-highest-rainfall-in-30-years/ar-AA1v35jX,Mumbai,2024-01-14 15:42:18
Court gives custody of 4 horses used in illegal racing to PETA,2024-12-01T11:18:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/cities/mumbai-news/court-gives-custody-of-4-horses-used-in-illegal-racing-to-peta-101732992245329.html,Mumbai,2024-01-07 15:42:18
Cyclone Fengal: IndiGo Flight Lands Dramatically Amid Strong Winds At Chennai Airport — Watch Video,2024-12-01T11:10:00.0000000Z,India.com,https://zeenews.india.com/india/cyclone-fengal-indigo-flight-lands-dramatically-amid-strong-winds-at-chennai-airport-watch-video-2826653.html,Mumbai,2024-01-07 15:42:18
Does FOMO set in among singles as the viral wedding season approaches? New survey says more,2024-12-01T09:03:00.0000000Z,Mid Day,https://www.mid-day.com/lifestyle/relationships/article/does-fomo-set-in-among-singles-as-the-viral-wedding-season-approaches-new-survey-says-more-23439178,Mumbai,2024-01-07 15:42:18
The 'world's 15 richest cities' revealed - one has an astounding 144 billionaires,2024-12-01T07:00:00.0000000Z,Daily Express,https://www.express.co.uk/news/world/1980982/worlds-15-richest-cities-billionaires,Mumbai,2024-01-07 15:42:18
Excavation for coastal road’s only vehicle underpass in last leg,2024-12-01T05:07:00.0000000Z,Indiatimes,https://timesofindia.indiatimes.com/excavation-for-coastal-roads-only-vehicle-underpass-in-last-leg/articleshow/115860488.cms,Mumbai,2024-01-07 15:42:18
Traffic Police Worst Affected by the Honking Nuisance,2024-12-01T04:17:00.0000000Z,Deccan Chronicle,https://www.deccanchronicle.com/southern-states/telangana/traffic-police-worst-affected-by-the-honking-nuisance-1842891,Mumbai,2024-01-07 15:42:18
Mumbai: BMC Appoints VJTI For Technical Audit Of Goregaon-Mulund Link Road's Twin Tunnels To Ensure Safety And Environmental Standards,2024-12-01T03:03:00.0000000Z,The Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-bmc-appoints-vjti-for-technical-audit-of-goregaon-mulund-link-roads-twin-tunnels-to-ensure-safety-and-environmental-standards,Mumbai,2024-01-07 15:42:18
"Top news today: TRAI new rules, Air India-Vistara routes, Cyclone Fengal update, Horbill festival & more on December 1",2024-12-01T01:52:00.0000000Z,Mint,https://www.livemint.com/news/trends/top-news-today-trai-traceability-rules-air-india-vistara-routes-cyclone-fengal-update-horbill-festival-more-december-1-11733016177174.html,Mumbai,2024-01-07 15:42:18
"India News Live Today December 1, 2024: ‘Past airbrushed’: Jaishankar says Tipu Sultan a case of ‘cherry-picking facts’",2024-12-01T01:05:18.0000000Z,Hindustan Times on MSN.com,https://www.msn.com/en-in/news/India/india-news-live-today-december-1-2024-cyclone-fengal-effect-puducherry-receives-highest-rainfall-in-30-years/ar-AA1v35jX,Mumbai,2024-01-07 15:42:18
Court gives custody of 4 horses used in illegal racing to PETA,2024-12-01T11:18:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/cities/mumbai-news/court-gives-custody-of-4-horses-used-in-illegal-racing-to-peta-101732992245329.html,Mumbai,2023-12-31 15:42:19
Cyclone Fengal: IndiGo Flight Lands Dramatically Amid Strong Winds At Chennai Airport — Watch Video,2024-12-01T11:10:00.0000000Z,India.com,https://zeenews.india.com/india/cyclone-fengal-indigo-flight-lands-dramatically-amid-strong-winds-at-chennai-airport-watch-video-2826653.html,Mumbai,2023-12-31 15:42:19
Does FOMO set in among singles as the viral wedding season approaches? New survey says more,2024-12-01T09:03:00.0000000Z,Mid Day,https://www.mid-day.com/lifestyle/relationships/article/does-fomo-set-in-among-singles-as-the-viral-wedding-season-approaches-new-survey-says-more-23439178,Mumbai,2023-12-31 15:42:19
The 'world's 15 richest cities' revealed - one has an astounding 144 billionaires,2024-12-01T07:00:00.0000000Z,Daily Express,https://www.express.co.uk/news/world/1980982/worlds-15-richest-cities-billionaires,Mumbai,2023-12-31 15:42:19
Excavation for coastal road’s only vehicle underpass in last leg,2024-12-01T05:07:00.0000000Z,Indiatimes,https://timesofindia.indiatimes.com/excavation-for-coastal-roads-only-vehicle-underpass-in-last-leg/articleshow/115860488.cms,Mumbai,2023-12-31 15:42:19
Traffic Police Worst Affected by the Honking Nuisance,2024-12-01T04:17:00.0000000Z,Deccan Chronicle,https://www.deccanchronicle.com/southern-states/telangana/traffic-police-worst-affected-by-the-honking-nuisance-1842891,Mumbai,2023-12-31 15:42:19
Mumbai: BMC Appoints VJTI For Technical Audit Of Goregaon-Mulund Link Road's Twin Tunnels To Ensure Safety And Environmental Standards,2024-12-01T03:03:00.0000000Z,The Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-bmc-appoints-vjti-for-technical-audit-of-goregaon-mulund-link-roads-twin-tunnels-to-ensure-safety-and-environmental-standards,Mumbai,2023-12-31 15:42:19
"Top news today: TRAI new rules, Air India-Vistara routes, Cyclone Fengal update, Horbill festival & more on December 1",2024-12-01T01:52:00.0000000Z,Mint,https://www.livemint.com/news/trends/top-news-today-trai-traceability-rules-air-india-vistara-routes-cyclone-fengal-update-horbill-festival-more-december-1-11733016177174.html,Mumbai,2023-12-31 15:42:19
"India News Live Today December 1, 2024: ‘Past airbrushed’: Jaishankar says Tipu Sultan a case of ‘cherry-picking facts’",2024-12-01T01:05:18.0000000Z,Hindustan Times on MSN.com,https://www.msn.com/en-in/news/India/india-news-live-today-december-1-2024-cyclone-fengal-effect-puducherry-receives-highest-rainfall-in-30-years/ar-AA1v35jX,Mumbai,2023-12-31 15:42:19
Court gives custody of 4 horses used in illegal racing to PETA,2024-12-01T11:18:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/cities/mumbai-news/court-gives-custody-of-4-horses-used-in-illegal-racing-to-peta-101732992245329.html,Mumbai,2023-12-24 15:42:20
Cyclone Fengal: IndiGo Flight Lands Dramatically Amid Strong Winds At Chennai Airport — Watch Video,2024-12-01T11:10:00.0000000Z,India.com,https://zeenews.india.com/india/cyclone-fengal-indigo-flight-lands-dramatically-amid-strong-winds-at-chennai-airport-watch-video-2826653.html,Mumbai,2023-12-24 15:42:20
Does FOMO set in among singles as the viral wedding season approaches? New survey says more,2024-12-01T09:03:00.0000000Z,Mid Day,https://www.mid-day.com/lifestyle/relationships/article/does-fomo-set-in-among-singles-as-the-viral-wedding-season-approaches-new-survey-says-more-23439178,Mumbai,2023-12-24 15:42:20
The 'world's 15 richest cities' revealed - one has an astounding 144 billionaires,2024-12-01T07:00:00.0000000Z,Daily Express,https://www.express.co.uk/news/world/1980982/worlds-15-richest-cities-billionaires,Mumbai,2023-12-24 15:42:20
Excavation for coastal road’s only vehicle underpass in last leg,2024-12-01T05:07:00.0000000Z,Indiatimes,https://timesofindia.indiatimes.com/excavation-for-coastal-roads-only-vehicle-underpass-in-last-leg/articleshow/115860488.cms,Mumbai,2023-12-24 15:42:20
Traffic Police Worst Affected by the Honking Nuisance,2024-12-01T04:17:00.0000000Z,Deccan Chronicle,https://www.deccanchronicle.com/southern-states/telangana/traffic-police-worst-affected-by-the-honking-nuisance-1842891,Mumbai,2023-12-24 15:42:20
Mumbai: BMC Appoints VJTI For Technical Audit Of Goregaon-Mulund Link Road's Twin Tunnels To Ensure Safety And Environmental Standards,2024-12-01T03:03:00.0000000Z,The Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-bmc-appoints-vjti-for-technical-audit-of-goregaon-mulund-link-roads-twin-tunnels-to-ensure-safety-and-environmental-standards,Mumbai,2023-12-24 15:42:20
"Top news today: TRAI new rules, Air India-Vistara routes, Cyclone Fengal update, Horbill festival & more on December 1",2024-12-01T01:52:00.0000000Z,Mint,https://www.livemint.com/news/trends/top-news-today-trai-traceability-rules-air-india-vistara-routes-cyclone-fengal-update-horbill-festival-more-december-1-11733016177174.html,Mumbai,2023-12-24 15:42:20
"India News Live Today December 1, 2024: ‘Past airbrushed’: Jaishankar says Tipu Sultan a case of ‘cherry-picking facts’",2024-12-01T01:05:18.0000000Z,Hindustan Times on MSN.com,https://www.msn.com/en-in/news/India/india-news-live-today-december-1-2024-cyclone-fengal-effect-puducherry-receives-highest-rainfall-in-30-years/ar-AA1v35jX,Mumbai,2023-12-24 15:42:20
Court gives custody of 4 horses used in illegal racing to PETA,2024-12-01T11:18:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/cities/mumbai-news/court-gives-custody-of-4-horses-used-in-illegal-racing-to-peta-101732992245329.html,Mumbai,2023-12-17 15:42:21
Cyclone Fengal: IndiGo Flight Lands Dramatically Amid Strong Winds At Chennai Airport — Watch Video,2024-12-01T11:10:00.0000000Z,India.com,https://zeenews.india.com/india/cyclone-fengal-indigo-flight-lands-dramatically-amid-strong-winds-at-chennai-airport-watch-video-2826653.html,Mumbai,2023-12-17 15:42:21
Does FOMO set in among singles as the viral wedding season approaches? New survey says more,2024-12-01T09:03:00.0000000Z,Mid Day,https://www.mid-day.com/lifestyle/relationships/article/does-fomo-set-in-among-singles-as-the-viral-wedding-season-approaches-new-survey-says-more-23439178,Mumbai,2023-12-17 15:42:21
The 'world's 15 richest cities' revealed - one has an astounding 144 billionaires,2024-12-01T07:00:00.0000000Z,Daily Express,https://www.express.co.uk/news/world/1980982/worlds-15-richest-cities-billionaires,Mumbai,2023-12-17 15:42:21
Excavation for coastal road’s only vehicle underpass in last leg,2024-12-01T05:07:00.0000000Z,Indiatimes,https://timesofindia.indiatimes.com/excavation-for-coastal-roads-only-vehicle-underpass-in-last-leg/articleshow/115860488.cms,Mumbai,2023-12-17 15:42:21
Traffic Police Worst Affected by the Honking Nuisance,2024-12-01T04:17:00.0000000Z,Deccan Chronicle,https://www.deccanchronicle.com/southern-states/telangana/traffic-police-worst-affected-by-the-honking-nuisance-1842891,Mumbai,2023-12-17 15:42:21
Mumbai: BMC Appoints VJTI For Technical Audit Of Goregaon-Mulund Link Road's Twin Tunnels To Ensure Safety And Environmental Standards,2024-12-01T03:03:00.0000000Z,The Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-bmc-appoints-vjti-for-technical-audit-of-goregaon-mulund-link-roads-twin-tunnels-to-ensure-safety-and-environmental-standards,Mumbai,2023-12-17 15:42:21
"Top news today: TRAI new rules, Air India-Vistara routes, Cyclone Fengal update, Horbill festival & more on December 1",2024-12-01T01:52:00.0000000Z,Mint,https://www.livemint.com/news/trends/top-news-today-trai-traceability-rules-air-india-vistara-routes-cyclone-fengal-update-horbill-festival-more-december-1-11733016177174.html,Mumbai,2023-12-17 15:42:21
"India News Live Today December 1, 2024: ‘Past airbrushed’: Jaishankar says Tipu Sultan a case of ‘cherry-picking facts’",2024-12-01T01:05:18.0000000Z,Hindustan Times on MSN.com,https://www.msn.com/en-in/news/India/india-news-live-today-december-1-2024-cyclone-fengal-effect-puducherry-receives-highest-rainfall-in-30-years/ar-AA1v35jX,Mumbai,2023-12-17 15:42:21
Court gives custody of 4 horses used in illegal racing to PETA,2024-12-01T11:18:00.0000000Z,Hindustan Times,https://www.hindustantimes.com/cities/mumbai-news/court-gives-custody-of-4-horses-used-in-illegal-racing-to-peta-101732992245329.html,Mumbai,2023-12-10 15:42:22
